District,Crime Attribute,Crime Measure
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),1
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),67362
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),16
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),437237
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),26
Shimoga,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),7439455
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),80
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),3347955
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),12
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),1522880
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),87300
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),1
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),233770
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),57
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),3494087
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),158
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),311
Shimoga,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),19292145
Tumkur,Other IPC Crimes (Incidence (I) of Cognizable Crimes (IPC)),2626
Tumkur,Other Theft (Incidence (I) of Cognizable Crimes (IPC)),332
Tumkur,Act Cases Committed Against Scs / Sts (Total),24
Tumkur,Dacoity (Incidence (I) of Cognizable Crimes (IPC)),13
Tumkur,Counterfeiting (Incidence (I) of Cognizable Crimes (IPC)),0
Tumkur,Act Cases Committed Against Scs / Sts (Percentage),1.6
Tumkur,Preparation & Assembly For Dacoity (Incidence (I) of Cognizable Crimes (IPC)),2
Tumkur,Arson  (Incidence),3
Tumkur,Total Complaints,6239
Tumkur,Category of Complaints Received Oral,0
Tumkur,Category of Complaints Received Written,5591
Tumkur,Category of Complaints Received Distress Call Over Phone 100,64
Tumkur,Category of Complaints Received Complaints Nitiated Suomoto by Police,583
Tumkur,Total (Number of Case Registered Under),6239
Tumkur,IPC (Number of Case Registered Under),5425
Tumkur,SLL (Number of Case Registered Under),813
Tumkur,Incidence of Total Cog.Crimes (IPC),6239
Tumkur,Percentage Contribution to Karnataka Total (IPC),4.0
Tumkur,Rank of Criminality (IPC),16
Tumkur,Incidence of Total Cog.Crimes (SLL),813
Tumkur,Percentage Contribution to Karnataka Total (SLL),4.7
Tumkur,Rank of Criminality (SLL),11
Tumkur,C.H. Not Amounting to Murder  (Incidence),6
Tumkur,Kidnapping & Abduction Total (Incidence),38
Tumkur,Kidnapping & Abduction of Others (Incidence),25
Tumkur,Dacoity (Incidence),12
Tumkur,Preparation & Assembly For Dacoity (Incidence),2
Tumkur,Theft Total (Incidence),495
Tumkur,Other Theft (Incidence),332
Tumkur,Criminal Breach of Trust (Incidence),13
Tumkur,Cheating (Incidence),156
Tumkur,Counterfeiting (Incidence),0
Tumkur,Hurt  (Incidence),885
Tumkur,Death By Negligence (Incidence),10
Tumkur,Other IPC Crimes (Incidence),2626
Tumkur,Total Cognizable Crimes Under IPC (Incidence),5425
Tumkur,Arms Act (Incidence),0
Tumkur,Narcotic Drugs and Psychotropic Substances Act (Incidence),5
Tumkur,Gambling Cases (Incidence),533
Tumkur,Excise Act (Incidence),50
Tumkur,Prohibition Act (Incidence),0
Tumkur,Explosives and Explosive Substances Act (Incidence),5
Tumkur,Immoral Traffic (Prevention) Act (Incidence),9
Tumkur,Indian Railways Act (Incidence),0
Tumkur,Registration of Foreigners Act (Incidence),0
Tumkur,Protection of Civil Rights Act (Incidence),0
Tumkur,Indian Passport Act (Incidence),0
Tumkur,Essential Commodities Act (Incidence),15
Tumkur,Terrorist & Disruptive Activities Act (Incidence),0
Tumkur,Antiquity & Art Treasure Act (Incidence),0
Tumkur,Dowry Prohibition Act (Incidence),85
Tumkur,Child Marriage Restraint Act (Incidence),0
Tumkur,Indecent Representation of Women (P) Act (Incidence),0
Tumkur,Copyright Act (Incidence),1
Tumkur,Sati Prevention Act (Incidence),0
Tumkur,Forest Act (Incidence),0
Tumkur,Other SLL Crimes (Incidence),81
Tumkur,Total Cognizable Crimes Under SLL (Incidence),813
Tumkur,Number of Cases Reported Under C.H. Not Amounting to Murder,6
Tumkur,Number of Cases Reported Under Dacoity,12
Tumkur,Number of Cases Reported Under Preparation and Assembly For Dacoity,2
Tumkur,Number of Cases Reported Under Robbery,86
Tumkur,Number of Cases Reported Under Riots,357
Tumkur,Number of Cases Reported Under Arson,3
Tumkur,Number of Cases Reported Under Total Violent Crimes,744
Tumkur,Number of Cases Reported Under Percentage Share to All Karnataka Crimes,4.6
Tumkur,Number of Cases Reported Under Percentage to Total Cognizable Crimes Under IPC,0.5
Tumkur,Number of Cases Reported Under Gain Murder (C.H.),4
Tumkur,Number of Cases Reported Under Gain CHNA (C.H.),0
Tumkur,Number of Cases Reported Under Property Dispute Murder (C.H.),2
Tumkur,Number of Cases Reported Under Property Dispute CHNA (C.H.),0
Tumkur,Number of Cases Reported Under Personal Vendetta Or Enmity Murder (C.H.),1
Tumkur,Number of Cases Reported Under Personal Vendetta Or Enmity CHNA (C.H.),0
Tumkur,Number of Cases Reported Under Love Affairs / Sexual Causes Murder (C.H.),1
Tumkur,Number of Cases Reported Under Love Affairs / Sexual Causes CHNA (C.H.),0
Tumkur,Number of Cases Reported Under Dowry Murder (C.H.),12
Tumkur,Number of Cases Reported Under Dowry CHNA (C.H.),0
Tumkur,Number of Cases Reported Lunacy Murder (C.H.),0
Tumkur,Number of Cases Reported Lunacy Murder CHNA (C.H),0
Tumkur,Number of Cases Reported Witchcraft Murder (C.H.),0
Tumkur,Number of Cases Reported Witchcraft CHNA (C.H.),0
Tumkur,Number of Cases Reported For Political Reasons Murder (C.H.),0
Tumkur,Number of Cases Reported For Political Reasons CHNA (C.H.),0
Tumkur,Number of Cases Reported  By Terrorist /Extremists Murder (C.H.),4
Tumkur,Number of Cases Reported  By Terrorist /Extremists CHNA (C.H.),0
Tumkur,Number of Cases Reported Communalism Murder (C.H.),0
Tumkur,Number of Cases Reported Communalism CHNA  (C.H.),0
Tumkur,Casteism Murder (C.H.),0
Tumkur,Casteism CHNA (C.H.),0
Tumkur,Number of Cases Reported Under Class Conflict Murder (C.H.),0
Tumkur,Number of Cases Reported Under Class Conflict CHNA (C.H.),0
Tumkur,Number of Cases Reported Under Other Motives Murder (C.H.),68
Tumkur,Number of Cases Reported Under Other Motives CHNA (C.H.),6
Tumkur,Number of Cases Reported Under Total CHNA (C.H.),6
Tumkur,Number of Victims Upto 10 Years (Males),0
Tumkur,Number of Victims Upto 10 Years (Females),0
Tumkur,Number of Victims Upto 10 Years (Total),0
Tumkur,Number of Victims 11 - 15 Years (Males),0
Tumkur,Number of Victims 11 - 15 Years (Females),0
Tumkur,Number of Victims 11 - 15 Years (Total),0
Tumkur,Number of Victims 16 - 18 Years (Males),0
Tumkur,Number of Victims 16 - 18 Years (Females),0
Tumkur,Number of Victims 16 - 18 Years (Total),0
Tumkur,Number of Victims 19 - 30 Years (Males),27
Tumkur,Number of Victims 19 - 30 Years (Females),14
Tumkur,Number of Victims 19 - 30 Years (Total),41
Tumkur,Number of Victims 31 - 50 Years (Males),29
Tumkur,Number of Victims 31 - 50 Years(Females),24
Tumkur,Number of Victims 31 - 50 Years (Total),53
Tumkur,Number of Victims 31 - 50 Years (Males),1
Tumkur,Number of Victims 31 - 50 Years (Total),2
Tumkur,Number of Victims Above 50 Years (Males),5
Tumkur,Number of Victims Above 50 Years (Females),7
Tumkur,Number of Victims Above 50 Years (Total),13
Tumkur,Number of Victims Above 50 Years (Females),0
Tumkur,Number of Victims Above 50 Years (Total),0
Tumkur,Number of Victims CH Not Amounting to Murder Upto 10 Years (Males),0
Tumkur,Number of Victims CH Not Amounting to Murder Upto 10 Years (Females),0
Tumkur,Number of Victims CH Not Amounting to Murder Upto 10 Years (Total),0
Tumkur,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Males),0
Tumkur,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Females),0
Tumkur,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Total),0
Tumkur,Number of Victims CH Not Amounting to Murder 16 - 18 Years (Males),0
Tumkur,Number of Victims CH Not Amounting to Murder 16 - 18 Years (Total),0
Tumkur,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Males),4
Tumkur,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Females),0
Tumkur,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Total),5
Tumkur,Number of Victims 31 - 50 Years (Females),0
Tumkur,Number of Victims Above 50 Years(Males),0
Tumkur,Number of Victims Total of All Age Groups (Males),62
Tumkur,Number of Victims Total of All Age Groups (Females),50
Tumkur,Number of Victims Total of All Age Groups (Total),112
Tumkur,Number of Victims Total of All Age Groups (Males),6
Tumkur,Number of Victims Total of All Age Groups (Females),1
Tumkur,Number of Victims Total of All Age Groups (Total),8
Tumkur,Unidentified Bodies Recovered and Inquest Conducted,39
Tumkur,Total Number of Cases Reported (Age Group and Gender Wise Victims),38
Tumkur,Sex Wise / Group Wise Upto 10 Years (Males),0
Tumkur,Sex Wise / Group Wise Upto 10 Years (Females),0
Tumkur,Sex Wise / Group Wise 11 - 15 Years (Males),0
Tumkur,Sex Wise / Group Wise 11 - 15 Years (Females),0
Tumkur,Sex Wise / Group Wise 16 - 18 Years (Males),0
Tumkur,Sex Wise / Group Wise 16 - 18 Years (Females),0
Tumkur,Sex Wise / Group Wise 19 - 30 Years (Males),14
Tumkur,Sex Wise / Group Wise 19 - 30 Years (Females),10
Tumkur,Sex Wise / Group Wise 31 - 50 Years (Males),10
Tumkur,Sex Wise / Group Wise 31 - 50 Years (Females),2
Tumkur,Sex Wise / Group Wise Above 50 Years (Males),0
Tumkur,Sex Wise / Group Wise Above 50 Years (Females),0
Tumkur,Sex Wise / Group Wise Total (Males),25
Tumkur,Sex Wise / Group Wise Total (Females),13
Tumkur,Age Group and Gender Wise Victims of Total Kidnapping & Abduction (Grand Total),38
Tumkur,Total Number of Cases For Investigation Including Pending Cases,6207
Tumkur,Number of Cases In Which Investigation Was Refused,0
Tumkur,Number of Cases In Which Investigation Was Completed,68
Tumkur,Number of Cases In Which Investigation Was Completed Charge Found False / Mistake of Fact Or Law Etc.,760
Tumkur,Number of Cases In Which Investigation Was Completed Final Report True Submitted,4299
Tumkur,Number of Cases In Which Investigation Was Completed Charge Sheets Were Submitted,5128
Tumkur,Number of Cases Pending Investigation,1078
Tumkur,Pendency Percentage,16.9
Tumkur,Percentage of Pendency to All Karnataka Total,1.8
Tumkur,Total Number of Cases For Investigation Including Pending Cases (SLL),864
Tumkur,Number of Cases In Which Investigation Was Refused (SLL),0
Tumkur,Number of Cases In Which Investigation Was Completed (SLL),805
Tumkur,Number of Cases In Which Investigation Was Completed Charge Found False / Mistake of Fact Or Law Etc. (SLL),4
Tumkur,Number of Cases In Which Investigation Was Completed Final Report True Submitted (SLL),38
Tumkur,Number of Cases In Which Investigation Was Completed Charge Sheets Were Submitted (SLL),761
Tumkur,Number of Cases Pending Investigation (SLL),59
Tumkur,Pendency Percentage (SLL),6.6
Tumkur,Disposal of Cases Under Murder (Confession),0
Tumkur,Disposal of Cases Under Murder (Trial),80
Tumkur,Disposal of Cases Under Murder (Total),80
Tumkur,Disposal of Cases  Attempt to Commit Murder (Confession),0
Tumkur,Disposal of Cases  Attempt to Commit Murder (Trial),66
Tumkur,Disposal of Cases  Attempt to Commit Murder (Total),66
Tumkur,Disposal of Cases C.H. Not Amounting to Murder (Confession),0
Tumkur,Disposal of Cases  C.H. Not Amounting to Murder (Trial),0
Tumkur,Disposal of Cases C.H. Not Amounting to Murder (Total),0
Tumkur,Disposal of Cases Under Rape (Confession),0
Tumkur,Disposal of Cases Under Rape (Trial),19
Tumkur,Disposal of Cases Under Rape (Total),19
Tumkur,Disposal of Cases Under Kidnapping & Abduction (Confession),0
Tumkur,Disposal of Cases Under Kidnapping & Abduction(Trial),13
Tumkur,Disposal of Cases Under Kidnapping & Abduction(Total),13
Tumkur,Disposal of Cases Under Women & Girls (Confession),0
Tumkur,Disposal of Cases Under Women & Girls (Trial),3
Tumkur,Disposal of Cases Under Women & Girls (Total),3
Tumkur,Disposal of Cases Under Others (Confession),0
Tumkur,Disposal of Cases Under Others (Trial),9
Tumkur,Disposal of Cases Under Others (Total),9
Tumkur,Disposal of Cases Under Dacoity (Confession),0
Tumkur,Disposal of Cases Under Dacoity (Trial),4
Tumkur,Disposal of Cases Under Dacoity (Total),4
Tumkur,Disposal of Cases Under Preparation & Assembly For Dacoity (Confession),0
Tumkur,Disposal of Cases Under Preparation & Assembly For Dacoity (Trial),0
Tumkur,Disposal of Cases Under Preparation & Assembly For Dacoity (Total),0
Tumkur,Disposal of Cases Robbery (Confession),0
Tumkur,Disposal of Cases Robbery (Trial),28
Tumkur,Disposal of Cases Robbery (Total),28
Tumkur,Disposal of Cases  Riot (Confession),0
Tumkur,Disposal of Cases Riot (Trial),144
Tumkur,Disposal of Cases Riot (Total),144
Tumkur,Disposal of Cases Arson (Confession),0
Tumkur,Disposal of Cases Arson (Trial),13
Tumkur,Disposal of Cases  Arson (Total),13
Tumkur,Disposal of Cases Dowry Death (Confession),0
Tumkur,Disposal of Cases Dowry Death (Trial),19
Tumkur,Disposal of Cases Dowry Death (Total),19
Tumkur,Disposal of Cases Total (Confession),0
Tumkur,Disposal of Cases Total (Trial),391
Tumkur,Disposal of Cases Total  (Total),391
Tumkur,Total Number of Cases For Trail Including Pending Cases,13060
Tumkur,Number of Cases Withdrawn By Govt.,0
Tumkur,Number of Cases Compounded Or With Drawn,230
Tumkur,Number of Cases In Which Trials Were Completed Convicted,1256
Tumkur,Number of Cases In Which Trials Were Completed Acquitted Or Discharged,2285
Tumkur,Number of Cases In Which Trials Were Completed Total,3541
Tumkur,Number of Cases Pending Trial (Disposal of IPC Cases By Courts),9287
Tumkur,Pendency Percentage (Disposal of IPC Cases By Courts),69.0
Tumkur,Conviction of IPC Cases Under Various Crime Heads Murder,24
Tumkur,Conviction of IPC Cases Under Various Crime Heads Attempt to Commit Murder,3
Tumkur,Conviction of IPC Cases Under Various Crime Heads C.H. Not Amounting to Murder,0
Tumkur,Conviction of IPC Cases Under Various Crime Heads Rape,1
Tumkur,Conviction of IPC Cases Under Various Crime Heads Kidnapping & Abduction Total,0
Tumkur,Conviction of IPC Cases Under Various Crime Heads Kidnapping & Abduction of Women Or Girls,0
